Wage_Agreement,Function,Municipality,Municipality_code,Municipality_name,Year,Physician_man_years
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5035 Stjørdal,K-5035,Stjørdal,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5036 Frosta,K-5036,Frosta,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5037 Levanger,K-5037,Levanger,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5038 Verdal,K-5038,Verdal,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5041 Snåase - Snåsa,K-5041,Snåase - Snåsa,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5042 Lierne,K-5042,Lierne,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5043 Raarvihke - Røyrvik,K-5043,Raarvihke - Røyrvik,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5044 Namsskogan,K-5044,Namsskogan,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5045 Grong,K-5045,Grong,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5046 Høylandet,K-5046,Høylandet,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5047 Overhalla,K-5047,Overhalla,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5049 Flatanger,K-5049,Flatanger,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5052 Leka,K-5052,Leka,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5053 Inderøy,K-5053,Inderøy,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5054 Indre Fosen,K-5054,Indre Fosen,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5055 Heim,K-5055,Heim,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5056 Hitra,K-5056,Hitra,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5057 Ørland,K-5057,Ørland,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5058 Åfjord,K-5058,Åfjord,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5059 Orkland,K-5059,Orkland,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5060 Nærøysund,K-5060,Nærøysund,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5061 Rindal,K-5061,Rindal,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1804 Bodø,K-1804,Bodø,2015,38.7
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1806 Narvik,K-1806,Narvik,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1811 Bindal,K-1811,Bindal,2015,3.4
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1812 Sømna,K-1812,Sømna,2015,2.7
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1813 Brønnøy,K-1813,Brønnøy,2015,10.7
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1815 Vega,K-1815,Vega,2015,2.3
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1816 Vevelstad,K-1816,Vevelstad,2015,0.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1818 Herøy (Nordland),K-1818,Herøy (Nordland),2015,2.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1820 Alstahaug,K-1820,Alstahaug,2015,6.1
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1822 Leirfjord,K-1822,Leirfjord,2015,2.3
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1824 Vefsn,K-1824,Vefsn,2015,10.2
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1825 Grane,K-1825,Grane,2015,2.5
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1826 Hattfjelldal - Aarborte,K-1826,Hattfjelldal - Aarborte,2015,2.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1827 Dønna,K-1827,Dønna,2015,2.1
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1828 Nesna,K-1828,Nesna,2015,2.3
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1832 Hemnes,K-1832,Hemnes,2015,3.4
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1833 Rana,K-1833,Rana,2015,24.4
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1834 Lurøy,K-1834,Lurøy,2015,2.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1835 Træna,K-1835,Træna,2015,0.5
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1836 Rødøy,K-1836,Rødøy,2015,2.3
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1837 Meløy,K-1837,Meløy,2015,5.9
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1838 Gildeskål,K-1838,Gildeskål,2015,2.2
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1839 Beiarn,K-1839,Beiarn,2015,2.0
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1840 Saltdal,K-1840,Saltdal,2015,5.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1841 Fauske - Fuossko,K-1841,Fauske - Fuossko,2015,9.9
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1845 Sørfold,K-1845,Sørfold,2015,1.7
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1848 Steigen,K-1848,Steigen,2015,3.5
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1851 Lødingen,K-1851,Lødingen,2015,3.4
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1853 Evenes - Evenássi,K-1853,Evenes - Evenássi,2015,2.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1856 Røst,K-1856,Røst,2015,0.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1857 Værøy,K-1857,Værøy,2015,0.5
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1859 Flakstad,K-1859,Flakstad,2015,2.2
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1860 Vestvågøy,K-1860,Vestvågøy,2015,13.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1865 Vågan,K-1865,Vågan,2015,8.6
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1866 Hadsel,K-1866,Hadsel,2015,9.7
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1867 Bø,K-1867,Bø,2015,3.7
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1868 Øksnes,K-1868,Øksnes,2015,6.9
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1870 Sortland - Suortá,K-1870,Sortland - Suortá,2015,11.1
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1871 Andøy,K-1871,Andøy,2015,5.9
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1874 Moskenes,K-1874,Moskenes,2015,1.5
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",1875 Hamarøy - Hábmer,K-1875,Hamarøy - Hábmer,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5501 Tromsø,K-5501,Tromsø,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5503 Harstad - Hárstták,K-5503,Harstad - Hárstták,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5510 Kvæfjord,K-5510,Kvæfjord,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5512 Dielddanuorri - Tjeldsund,K-5512,Dielddanuorri - Tjeldsund,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5514 Ibestad,K-5514,Ibestad,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5516 Gratangen,K-5516,Gratangen,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5518 Loabák - Lavangen,K-5518,Loabák - Lavangen,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5520 Bardu,K-5520,Bardu,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5522 Salangen,K-5522,Salangen,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5524 Målselv,K-5524,Målselv,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5526 Sørreisa,K-5526,Sørreisa,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5528 Dyrøy,K-5528,Dyrøy,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5530 Senja,K-5530,Senja,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5532 Balsfjord,K-5532,Balsfjord,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5534 Karlsøy,K-5534,Karlsøy,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5536 Lyngen - Ivgu - Yykeä,K-5536,Lyngen - Ivgu - Yykeä,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5538 Storfjord - Omasvuotna - Omasvuono,K-5538,Storfjord - Omasvuotna - Omasvuono,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5540 Gáivuotna - Kåfjord - Kaivuono,K-5540,Gáivuotna - Kåfjord - Kaivuono,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5542 Skjervøy,K-5542,Skjervøy,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5544 Nordreisa - Ráisa - Raisi,K-5544,Nordreisa - Ráisa - Raisi,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5546 Kvænangen,K-5546,Kvænangen,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5601 Alta,K-5601,Alta,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5603 Hammerfest - Hámmerfeasta,K-5603,Hammerfest - Hámmerfeasta,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5605 Sør-Varanger,K-5605,Sør-Varanger,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5607 Vadsø,K-5607,Vadsø,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5610 Kárášjohka - Karasjok,K-5610,Kárášjohka - Karasjok,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5612 Guovdageaidnu - Kautokeino,K-5612,Guovdageaidnu - Kautokeino,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5614 Loppa,K-5614,Loppa,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5616 Hasvik,K-5616,Hasvik,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5618 Måsøy,K-5618,Måsøy,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5620 Nordkapp,K-5620,Nordkapp,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5622 Porsanger - Porsángu - Porsanki,K-5622,Porsanger - Porsángu - Porsanki,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5624 Lebesby,K-5624,Lebesby,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5626 Gamvik,K-5626,Gamvik,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5628 Deatnu - Tana,K-5628,Deatnu - Tana,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5630 Berlevåg,K-5630,Berlevåg,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5632 Båtsfjord,K-5632,Båtsfjord,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5634 Vardø,K-5634,Vardø,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",5636 Unjárga - Nesseby,K-5636,Unjárga - Nesseby,2015,
"Wage agreements, total","241 Diagnosis, treatment and rehabilitation",2111 Longyearbyen,K-2111,Longyearbyen,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3101 Halden,K-3101,Halden,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3103 Moss,K-3103,Moss,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3105 Sarpsborg,K-3105,Sarpsborg,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3107 Fredrikstad,K-3107,Fredrikstad,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3110 Hvaler,K-3110,Hvaler,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3112 Råde,K-3112,Råde,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3114 Våler (Østfold),K-3114,Våler (Østfold),2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3116 Skiptvet,K-3116,Skiptvet,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3118 Indre Østfold,K-3118,Indre Østfold,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3120 Rakkestad,K-3120,Rakkestad,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3122 Marker,K-3122,Marker,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3124 Aremark,K-3124,Aremark,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3201 Bærum,K-3201,Bærum,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3203 Asker,K-3203,Asker,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3205 Lillestrøm,K-3205,Lillestrøm,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3207 Nordre Follo,K-3207,Nordre Follo,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3209 Ullensaker,K-3209,Ullensaker,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3212 Nesodden,K-3212,Nesodden,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3214 Frogn,K-3214,Frogn,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3216 Vestby,K-3216,Vestby,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3218 Ås,K-3218,Ås,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3220 Enebakk,K-3220,Enebakk,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3222 Lørenskog,K-3222,Lørenskog,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3224 Rælingen,K-3224,Rælingen,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3226 Aurskog-Høland,K-3226,Aurskog-Høland,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3228 Nes,K-3228,Nes,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3230 Gjerdrum,K-3230,Gjerdrum,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3232 Nittedal,K-3232,Nittedal,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3234 Lunner,K-3234,Lunner,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3236 Jevnaker,K-3236,Jevnaker,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3238 Nannestad,K-3238,Nannestad,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3240 Eidsvoll,K-3240,Eidsvoll,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3242 Hurdal,K-3242,Hurdal,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",0301 Oslo - Oslove,K-0301,Oslo - Oslove,2015,24.8
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3401 Kongsvinger,K-3401,Kongsvinger,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3403 Hamar,K-3403,Hamar,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3405 Lillehammer,K-3405,Lillehammer,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3407 Gjøvik,K-3407,Gjøvik,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3411 Ringsaker,K-3411,Ringsaker,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3412 Løten,K-3412,Løten,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3413 Stange,K-3413,Stange,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3414 Nord-Odal,K-3414,Nord-Odal,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3415 Sør-Odal,K-3415,Sør-Odal,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3416 Eidskog,K-3416,Eidskog,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3417 Grue,K-3417,Grue,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3418 Åsnes,K-3418,Åsnes,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3419 Våler (Innlandet),K-3419,Våler (Innlandet),2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3420 Elverum,K-3420,Elverum,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3421 Trysil,K-3421,Trysil,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3422 Åmot,K-3422,Åmot,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3423 Stor-Elvdal,K-3423,Stor-Elvdal,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3424 Rendalen,K-3424,Rendalen,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3425 Engerdal,K-3425,Engerdal,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3426 Tolga,K-3426,Tolga,2015,
Municipal employed Physicians,"241 Diagnosis, treatment and rehabilitation",3427 Tynset,K-3427,Tynset,2015,
